timestamp	experiment_id	variant_name	verdict	baseline_metric	new_metric	delta	secondary_metrics	cost_eur	commit_hash_or_unmade	notes
2026-05-10T23:42:54	exp-2026-05-11-d2-voice-lens-pilot	baseline	BASELINE	0.129000	0.129000	+0.000000	{"tier1_coverage": 0.129, "source_diversity_ratio": 0.55, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7646, "high_prio_share": 0.8, "items_above_threshold": 48, "top_n_actual": 20}	0.0000	initial	initial lens config (no mutation)
2026-05-10T23:42:54	exp-2026-05-11-d2-voice-lens-pilot	v00001	KEEP	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	memory	strategy=programmatic changes=1
2026-05-10T23:42:54	exp-2026-05-11-d2-voice-lens-pilot	v00002	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.6522, "max_source_concentration": 0.1304, "no_single_source_concentration_pass": true, "avg_top_score": 0.7729, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 23}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:42:54	exp-2026-05-11-d2-voice-lens-pilot	v00003	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.8069, "high_prio_share": 1.0, "items_above_threshold": 48, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:42:54	exp-2026-05-11-d2-voice-lens-pilot	v00004	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7675, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:42:54	exp-2026-05-11-d2-voice-lens-pilot	v00005	REVERT	0.161300	0.096800	-0.064500	{"tier1_coverage": 0.0968, "source_diversity_ratio": 0.6, "max_source_concentration": 0.2, "no_single_source_concentration_pass": true, "avg_top_score": 0.7837, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 15}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	baseline	BASELINE	0.129000	0.129000	+0.000000	{"tier1_coverage": 0.129, "source_diversity_ratio": 0.55, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7646, "high_prio_share": 0.8, "items_above_threshold": 48, "top_n_actual": 20}	0.0000	initial	initial lens config (no mutation)
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00001	KEEP	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	memory	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00002	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.6522, "max_source_concentration": 0.1304, "no_single_source_concentration_pass": true, "avg_top_score": 0.7729, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 23}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00003	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.8069, "high_prio_share": 1.0, "items_above_threshold": 48, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00004	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7675, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00005	REVERT	0.161300	0.096800	-0.064500	{"tier1_coverage": 0.0968, "source_diversity_ratio": 0.6, "max_source_concentration": 0.2, "no_single_source_concentration_pass": true, "avg_top_score": 0.7837, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 15}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00006	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00007	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 198, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00008	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 37, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00009	REVERT	0.161300	0.129000	-0.032300	{"tier1_coverage": 0.129, "source_diversity_ratio": 0.55, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.761, "high_prio_share": 0.8, "items_above_threshold": 48, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00010	KEEP	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	memory	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00011	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7966, "high_prio_share": 1.0, "items_above_threshold": 47, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00012	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 198, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00013	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00014	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00015	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00016	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7512, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00017	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.777, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00018	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.787, "high_prio_share": 1.0, "items_above_threshold": 47, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00019	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.6522, "max_source_concentration": 0.1304, "no_single_source_concentration_pass": true, "avg_top_score": 0.7729, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 23}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:43:04	exp-2026-05-11-d2-voice-lens-pilot	v00020	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7814, "high_prio_share": 1.0, "items_above_threshold": 47, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:08	exp-2026-05-11-d2-voice-lens-pilot	baseline	BASELINE	0.129000	0.129000	+0.000000	{"tier1_coverage": 0.129, "source_diversity_ratio": 0.55, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7646, "high_prio_share": 0.8, "items_above_threshold": 48, "top_n_actual": 20}	0.0000	initial	initial lens config (no mutation)
2026-05-10T23:44:08	exp-2026-05-11-d2-voice-lens-pilot	v00001	KEEP	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	memory	strategy=programmatic changes=1
2026-05-10T23:44:08	exp-2026-05-11-d2-voice-lens-pilot	v00002	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.6522, "max_source_concentration": 0.1304, "no_single_source_concentration_pass": true, "avg_top_score": 0.7729, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 23}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:08	exp-2026-05-11-d2-voice-lens-pilot	v00003	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.8069, "high_prio_share": 1.0, "items_above_threshold": 48, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:08	exp-2026-05-11-d2-voice-lens-pilot	v00004	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7675, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00005	REVERT	0.161300	0.096800	-0.064500	{"tier1_coverage": 0.0968, "source_diversity_ratio": 0.6, "max_source_concentration": 0.2, "no_single_source_concentration_pass": true, "avg_top_score": 0.7837, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 15}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00006	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00007	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 198, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00008	REVERT	0.161300	0.161300	+0.000000	{"tier1_coverage": 0.1613, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 37, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00009	REVERT	0.161300	0.129000	-0.032300	{"tier1_coverage": 0.129, "source_diversity_ratio": 0.55, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.761, "high_prio_share": 0.8, "items_above_threshold": 48, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00010	KEEP	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	memory	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00011	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7966, "high_prio_share": 1.0, "items_above_threshold": 47, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00012	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 198, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00013	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00014	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00015	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00016	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7512, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00017	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.777, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00018	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.787, "high_prio_share": 1.0, "items_above_threshold": 47, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00019	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.6522, "max_source_concentration": 0.1304, "no_single_source_concentration_pass": true, "avg_top_score": 0.7729, "high_prio_share": 1.0, "items_above_threshold": 45, "top_n_actual": 23}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00020	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7814, "high_prio_share": 1.0, "items_above_threshold": 47, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00021	REVERT	0.166700	0.137900	-0.028800	{"tier1_coverage": 0.1379, "source_diversity_ratio": 0.6, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.698, "high_prio_share": 0.7, "items_above_threshold": 45, "top_n_actual": 20}	0.0000	unmade	strategy=diversity_jolt changes=4
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00022	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7717, "high_prio_share": 1.0, "items_above_threshold": 44, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00023	REVERT	0.166700	0.166700	+0.000000	{"tier1_coverage": 0.1667, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7645, "high_prio_share": 1.0, "items_above_threshold": 44, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00024	KEEP	0.172400	0.172400	+0.000000	{"tier1_coverage": 0.1724, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7763, "high_prio_share": 1.0, "items_above_threshold": 43, "top_n_actual": 20}	0.0000	memory	strategy=programmatic changes=1
2026-05-10T23:44:09	exp-2026-05-11-d2-voice-lens-pilot	v00025	REVERT	0.172400	0.172400	+0.000000	{"tier1_coverage": 0.1724, "source_diversity_ratio": 0.65, "max_source_concentration": 0.15, "no_single_source_concentration_pass": true, "avg_top_score": 0.7675, "high_prio_share": 1.0, "items_above_threshold": 43, "top_n_actual": 20}	0.0000	unmade	strategy=programmatic changes=1
